시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,설치장소설명,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,동시사용가능대수,공기주입가능여부,휴대전화충전가능여부,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
서부종합사회복지관,제주특별자치도,제주시,50110,제주특별자치도 제주시 한림읍 한림상로 207,제주특별자치도 제주시 한림읍 대림리 1774-3,33.41688429,126.2683502,1층 현관 앞,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103,2022-05-09,6500000,제주특별자치도
삼양동 선사유적지,제주특별자치도,제주시,50110,제주특별자치도 제주시 선사로2길 13,제주특별자치도 제주시 삼양일동 1660-5,33.52350584,126.5879986,외부전시관 현관 좌측,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,제주장애인자립생활센터,064-751-9103,2022-05-09,6500000,제주특별자치도
제주특별자치도의회,제주특별자치도,제주시,50110,제주특별자치도 제주시 문연로 13,제주특별자치도 제주시 연동 311-45,33.49044032,126.4995628,의원회관 1층 현관 좌측,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103,2022-05-09,6500000,제주특별자치도
아르떼뮤지엄,제주특별자치도,제주시,50110,제주특별자치도 애월읍 어림비로 478,제주특별자치도 제주시 어음리 1503,33.3967296,126.345229,1층현관 입구,10:00,20:00,10:00,20:00,10:00,20:00,2,Y,N,제주장애인자립생활센터,064-751-9103,2022-05-09,6500000,제주특별자치도
제주장애인주간활동센터,제주특별자치도,제주시,50110,제주특별자치도 제주시 연삼로 422,제주특별자치도 제주시 이도이동 1063-6,33.4961107,126.5362321,3층교육실 내부,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103,2022-05-09,6500000,제주특별자치도
사회복지법인 춘강 서귀포시장애인종합복지관,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 인정오름로 24,제주특별자치도 서귀포시 토평동 1919-3,33.28691589,126.5845835,1층 출입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103,2022-05-09,6500000,제주특별자치도
제주특별자치도 지체장애인협회 서귀포시지회,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 남성중로 130,제주특별자치도 서귀포시 서홍동 581-3,33.24427865,126.555093,1층 사무실 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103,2022-05-09,6500000,제주특별자치도
제주권역재활병원,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 동문로 1,제주특별자치도 서귀포시 서귀동 284-1,33.25288112,126.5624668,1층 휠체어 보관소 앞,08:30,17:30,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103,2022-05-09,6500000,제주특별자치도
서귀포 보조기구대여센터,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 칠십리로72번길 9,제주특별자치도 서귀포시 서귀동 783-15,33.23976829,126.5645589,3층 로비,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103,2022-05-09,6500000,제주특별자치도
지체장애인협회 대정분회,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 대정읍 상모로 312-4,제주특별자치도 서귀포시 대정읍 상모리 3941-1,33.22329954,126.2562451,1층 복도,09:00,12:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103,2022-05-09,6500000,제주특별자치도
지체장애인협회 남원분회 (남원다목적센터),제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 남원읍 태위로723번길 3,제주특별자치도 서귀포시 남원읍 남원리 51,33.28069823,126.7231578,1층 다목적 센터내,09:00,16:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103,2022-05-09,6500000,제주특별자치도
지체장애인협회 성산분회,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 성산읍 산성효자로 67,제주특별자치도 서귀포시 성산읍 고성리 1549-1,33.44839048,126.9063725,1층 좌측,09:00,17:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103,2022-05-09,6500000,제주특별자치도
지체장애인협회 표선분회,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 표선면 표선중앙로 21,제주특별자치도 서귀포시 표선면 표선리 317-2,33.33091011,126.8305483,1층 복도,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103,2022-05-09,6500000,제주특별자치도
서천국민체육센터,충청남도,서천군,44770,충청남도 서천군 마서면 마서로 400,충청남도 서천군 마서면 옥산리 182-4,36.05945196,126.6647488,1층 현관,09:00,18:00,09:00,18:00,09:00,18:00,1,N,Y,서천국민체육센터,041-950-4766,2022-06-16,4580000,충청남도 서천군
봉동읍행정복지센터,전라북도,완주군,47200,전라북도 완주군 봉동읍 삼봉로 933,전라북도 완주군 봉동읍 장기리 412,35.94172114,127.1658401,민원실 앞,00:00,23:59,00:00,23:59,00:00,23:59,1,N,Y,봉동읍행정복지센터,063-290-3297,2022-06-14,4720000,전라북도 완주군
완주군장애인복지관,전라북도,완주군,47200,전라북도 완주군 봉동읍 낙평장기로 22,전라북도 완주군 봉동읍 낙평리 62,35.93443265,127.1652909,입구,00:00,23:59,00:00,23:59,00:00,23:59,1,N,Y,완주군장애인복지관,063-262-0004,2022-06-14,4720000,전라북도 완주군
사)무지개가족,전라북도,완주군,47200,전라북도 완주군 소양면 원해월길 31-6,전라북도 완주군 소양면 해월리 620,35.84728682,127.2596885,생활관 복도,00:00,23:59,00:00,23:59,00:00,23:59,1,N,Y,사)무지개가족,063-244-8120,2022-06-14,4720000,전라북도 완주군
경북지체장애인협회 경산시지회,경상북도,경산시,47290,경상북도 경산시 경안로30길 18,경상북도 경산시 삼북동 278-2,35.820026,128.740087,건물 1층 복도,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,N,경북지체장애인협회 경산시지회,053-816-8555,2022-06-14,5130000,경상북도 경산시
경산역,경상북도,경산시,47290,경상북도 경산시 중앙로 1,경상북도 경산시 사정동 84-1,35.81939111,128.7275081,2층 대합실,05:00,23:59,05:00,23:59,05:00,23:59,2,Y,N,경북지체장애인협회 경산시지회,053-816-8555,2022-06-14,5130000,경상북도 경산시
대구도시철도공사 영남대역,경상북도,경산시,47290,경상북도 경산시 대학로 지하270,경상북도 경산시 대동 201-1,35.83583141,128.7521443,지하1층 고객쉼터,05:00,23:59,05:00,23:59,05:00,23:59,2,Y,N,경북지체장애인협회 경산시지회,053-816-8555,2022-06-14,5130000,경상북도 경산시
대구도시철도공사 임당역,경상북도,경산시,47290,경상북도 경산시 대학로 지하170,경상북도 경산시 중방동 50-4,35.83401973,128.741388,지하1층 대합실,05:00,23:59,05:00,23:59,05:00,23:59,2,Y,N,경북지체장애인협회 경산시지회,053-816-8555,2022-06-14,5130000,경상북도 경산시
대구도시철도공사 정평역,경상북도,경산시,47290,경상북도 경산시 대학로 지하60,경상북도 경산시 정평동 144-3,35.83397954,128.7291966,지하1층 대합실,05:00,23:59,05:00,23:59,05:00,23:59,2,Y,N,경북지체장애인협회 경산시지회,053-816-8555,2022-06-14,5130000,경상북도 경산시
경산시 남매근린공원,경상북도,경산시,47290,경상북도 경산시 남매로 166,경상북도 경산시 중방동 706-5,35.82550712,128.743291,야외공연장 인근,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,N,경북지체장애인협회 경산시지회,053-816-8555,2022-06-14,5130000,경상북도 경산시
경산공설시장 주차장,경상북도,경산시,47290,경상북도 경산시 중앙로16길 29,경상북도 경산시 삼북동 267-12,35.82054817,128.736234,건물 1층 통로,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,N,경북지체장애인협회 경산시지회,053-816-8555,2022-06-14,5130000,경상북도 경산시
하양읍행정복지센터,경상북도,경산시,47290,경상북도 경산시 하양읍 문화로 36,경상북도 경산시 하양읍 금락리 123-10,35.912341,128.8123884,입구 왼쪽(외부),00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,경상북도 경산시,053-810-5333,2022-06-14,5130000,경상북도 경산시
하양꿈바우시장,경상북도,경산시,47290,경상북도 경산시 하양읍 대학로 1544,경상북도 경산시 하양읍 금락리 35-89,35.91532753,128.8204892,바우동(주차빌딩) 2층 연교 입구쪽,08:00,21:00,08:00,21:00,08:00,21:00,2,Y,Y,경상북도 경산시,053-810-5333,2022-06-14,5130000,경상북도 경산시
하양역,경상북도,경산시,47290,경상북도 경산시 하양읍 하양역길 1,경상북도 경산시 하양읍 금락리 133-43,35.91029371,128.8189604,대합실(1층),05:30,23:59,05:30,23:59,05:30,23:59,2,Y,Y,경상북도 경산시,053-810-5333,2022-06-14,5130000,경상북도 경산시
진량읍행정복지센터,경상북도,경산시,47290,경상북도 경산시 진량읍 다문로 50,경상북도 경산시 진량읍 신상리 685-21,35.8739268,128.816222,입구 오른쪽(내부),08:00,21:00,09:00,18:00,09:00,18:00,2,N,Y,경상북도 경산시,053-810-5333,2022-06-14,5130000,경상북도 경산시
진량읍복지회관,경상북도,경산시,47290,경상북도 경산시 진량읍 낙산길 7,경상북도 경산시 진량읍 신상리 743-3,35.87556559,128.8127275,입구 오른쪽(외부),00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,경상북도 경산시,053-810-5333,2022-06-14,5130000,경상북도 경산시
대구대학교 장애학생지원센터,경상북도,경산시,47290,경상북도 경산시 진량읍 대구대로 201,경상북도 경산시 진량읍 내리리 15,35.90453769,128.8428145,입구 오른쪽(내부),09:00,18:00,09:00,18:00,09:00,18:00,2,N,Y,경상북도 경산시,053-810-5333,2022-06-14,5130000,경상북도 경산시
와촌면행정복지센터,경상북도,경산시,47290,경상북도 경산시 와촌면 금송로 416,경상북도 경산시 와촌면 덕촌리 57-1,35.94624475,128.836851,건물 왼쪽 모퉁이,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,경상북도 경산시,053-810-5333,2022-06-14,5130000,경상북도 경산시
자인면행정복지센터,경상북도,경산시,47290,경상북도 경산시 자인면 일연로 82,경상북도 경산시 자인면 북사리 173,35.820904,128.8228518,건물 오른쪽 통로,00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,경상북도 경산시,053-810-5333,2022-06-14,5130000,경상북도 경산시
압량읍행정복지센터,경상북도,경산시,47290,경상북도 경산시 압량읍 부적길 35,경상북도 경산시 압량읍 부적리 470-1,35.84341502,128.759858,입구 왼쪽(외부),00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,경상북도 경산시,053-810-5333,2022-06-14,5130000,경상북도 경산시
경산시청 별관,경상북도,경산시,47290,경상북도 경산시 원효로 23,경상북도 경산시 중방동 869-1,35.82447938,128.740304,차량등록사업소 입구 왼쪽,00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,경상북도 경산시,053-810-5333,2022-06-14,5130000,경상북도 경산시
동부동행정복지센터,경상북도,경산시,47290,경상북도 경산시 원효로34길 12,경상북도 경산시 사동 572-1,35.81937552,128.754256,주차장 왼쪽,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,경상북도 경산시,053-810-5333,2022-06-14,5130000,경상북도 경산시
경산우체국,경상북도,경산시,47290,경상북도 경산시 백자로 130,경상북도 경산시 사동 650-2,35.81634731,128.7591729,입구 왼쪽(외부),00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,경상북도 경산시,053-810-5333,2022-06-14,5130000,경상북도 경산시
경산시립장산도서관,경상북도,경산시,47290,경상북도 경산시 경산로13길 7,경상북도 경산시 옥곡동 821-1,35.81451637,128.7303631,건물 오른쪽 모퉁이,00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,경상북도 경산시,053-810-5333,2022-06-14,5130000,경상북도 경산시
수성국민체육센터,대구광역시,수성구,27260,대구광역시 수성구 동대구로50길 121-10,,35.84831168,128.6304246,1층 로비,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,대구광역시 수성구청,053-666-2565,2022-07-08,3460000,대구광역시 수성구
송도2동행정복지센터,인천광역시,연수구,28185,인천광역시 연수구 신송로 248,인천광역시 연수구 송도동 16-3,37.40327221,126.6416481,송도2동행정복지센터,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,인천광역시 연수구 송도2동 행정복지센터,032-749-6550,2022-05-02,3520000,인천광역시 연수구
효자종합사회복지관,강원도,춘천시,41800,강원도 춘천시 공지로 234-16,강원도 춘천시 효자동 333,37.864332,127.738191,1층 관리사무소 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,사회복지법인 기독교대한감리회 사회복지재단 효자종합사회복지관,033-261-1790,2022-06-08,4180000,강원도 춘천시
춘천종합사회복지관,강원도,춘천시,41800,강원도 춘천시 후석로228번길 47,강원도 춘천시 후평동 899,37.870894,127.758127,1층 정문 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,사회복지법인 천주교춘천교구 사회복지회 춘천종합사회복지관,033-242-0051,2022-06-08,4180000,강원도 춘천시
월드비전춘천종합사회복지관,강원도,춘천시,41800,강원도 춘천시 근화길 95,강원도 춘천시 효자동 373-90,37.870303,127.722716,1층 쉼터 앞,09:00,18:00,00:00,00:00,00:00,00:00,1,N,Y,사회복지법인 월드비전 월드비전춘천종합사회복지관,033-254-7244,2022-06-08,4180000,강원도 춘천시
춘천중증장애인자립지원센터,강원도,춘천시,41800,강원도 춘천시 삭주로 3,강원도 춘천시 교동 36,37.882612,127.733116,1층 로비 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,강원도 춘천시 춘천중증장애인자립지원센터,033-256-1222,2022-06-08,4180000,강원도 춘천시
장애인보장구수리지원센터,강원도,춘천시,41800,강원도 춘천시 삭주로 3,강원도 춘천시 교동 36,37.882612,127.733116,1층 사무실 안,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,강원도 춘천시 장애인보장구수리지원센터,033-255-5886,2022-06-08,4180000,강원도 춘천시
장애인민원상담실,강원도,춘천시,41800,강원도 춘천시 영서로 2802,강원도 춘천시 우두동 761-14,37.903207,127.727550,1층 프로그램실 옆,09:00,18:00,00:00,00:00,00:00,00:00,1,N,Y,한국지체장애인협회 강원도지체장애인협회 춘천시지회 장애인민원상담실,033-241-9375,2022-06-08,4180000,강원도 춘천시
강원도지체장애인협회,강원도,춘천시,41800,강원도 춘천시 동면 소양강로 110,강원도 춘천시 동면 장학리 986,37.896987,127.749959,3층 사무실 301호 내부,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,한국지체장애인협회 강원도지체장애인협회,033-262-1211,2022-06-08,4180000,강원도 춘천시
어우리단기보호소,강원도,춘천시,41800,강원도 춘천시 스무숲길 4-46,강원도 춘천시 석사동 171-8,37.846003,127.746997,1층 현관,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,사회복지법인 천주교춘천교구 사회복지회 어우리단기보호소,033-264-0384,2022-06-08,4180000,강원도 춘천시
보성군청,전라남도,보성군,46780,전라남도 보성군 보성읍 송재로 165,전라남도 보성군 보성읍 보성리 807-2,34.77149363,127.0800218,민원봉사과 현관 내,00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,전라남도 보성군청,061-850-5075,2022-06-15,4890000,전라남도 보성군
노동면사무소,전라남도,보성군,46780,전라남도 보성군 노동면 화전길 1,전라남도 보성군 노동면 광곡리 254,34.799254,127.0681484,행정복지센터 현관 내,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,전라남도 보성군청,061-850-5075,2022-06-15,4890000,전라남도 보성군
미력면사무소,전라남도,보성군,46780,전라남도 보성군 미력면 송재로 599,전라남도 보성군 미력면 도개리 667-6,34.80110132,127.0873705,행정복지센터 현관 내,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,전라남도 보성군청,061-850-5075,2022-06-15,4890000,전라남도 보성군
